rank,candidate_id,source,learning_rate,max_depth,min_child_weight,gamma,subsample,colsample_bytree,reg_alpha,reg_lambda,target_transform,completed_folds,R2_min,R2_median,R2_mean,R2_std,RMSE_median,MAE_median,abs_bias_median,tail_RMSE_median,negative_prediction_pct_mean,best_iteration_median,model_ubj_bytes_median,objective
11,OPTUNA_0027,OPTUNA,0.008117472589255473,15,27.871530682795914,0.0,0.701845548499182,0.8284082141333962,0.0,174.2148847047153,identity,5,0.7065131567161321,0.7364335652805591,0.7579644290447524,0.047569222385941114,0.9232151881547583,0.5080909391990454,0.02425898845315022,2.2174206967752417,0.0,1387.0,18216660.0,0.8882430869169748
12,OPTUNA_0039,OPTUNA,0.005480315740922809,13,2.515309376522036,0.0,0.7075742484319357,0.8456680235082972,0.0035099752865509143,0.009778403304702242,log1p,5,0.7063111045229276,0.7389738935723162,0.7588548118316488,0.04664429222252249,0.914198154885561,0.49250988407329377,0.055954826850020706,2.2703973149593377,0.0,1110.0,81178078.0,0.8887223633048805
13,OPTUNA_0001,OPTUNA,0.011782109870335913,12,55.22233714322687,0.8965686545554339,0.6271832895533387,0.7707068503761904,0.0,0.355262990171629,identity,5,0.7062651900525132,0.737855960411564,0.7543474574636393,0.04562024952232401,0.9331926949651252,0.5110261037356643,0.03578413586382268,2.2313125379242127,0.0,484.0,3671372.0,0.888448167679288
14,OPTUNA_0019,OPTUNA,0.005997089108370849,14,7.744456535560055,0.02853091299028181,0.7631997759059079,0.8853570903056095,9.49937679015052e-05,0.010079344349407196,identity,5,0.7062295335273199,0.7445911039599267,0.7560264174573439,0.04489988112519121,0.9314772816123751,0.5041566108633028,0.027548150630884952,2.228258432963418,0.0,660.0,32366686.0,0.890132315461042
15,OPTUNA_0038,OPTUNA,0.005974156625472152,14,6.593088861485177,0.0,0.7346243603833656,0.8402180960736128,0.0,0.09649443714700176,identity,5,0.706190986073946,0.7438968765819611,0.7560705064795936,0.04502346193217537,0.9322399642373531,0.5037336008018669,0.027862545499056608,2.2317646722287443,0.0,657.0,34401918.0,0.8899140321228276
16,OPTUNA_0023,OPTUNA,0.01740801783965045,14,76.22823114906345,0.0,0.8232909012427786,0.9930307478452852,0.00013228471857453273,0.09686149088655446,identity,5,0.7059666096243602,0.7391859446713083,0.7552949299098615,0.045110992384799146,0.9296926263983403,0.5100231812219846,0.029820090027355105,2.2229191811296714,0.0,337.0,3099237.0,0.8885075461729474
17,ANCHOR_BALANCED_log1p,ANCHOR,0.04,8,8.0,0.05,0.8,0.9,0.0001,10.0,log1p,5,0.705922709915933,0.7326506546692633,0.7577908612187763,0.04705535122266175,0.9123579783343,0.4959027198493482,0.046063512423312004,2.241019369080025,0.0,237.0,1782374.0,0.8867326060221157
18,ANCHOR_REGULARIZED_identity,ANCHOR,0.02,12,32.0,0.2,0.7,0.75,0.01,50.0,identity,5,0.705730845879488,0.741041228830432,0.7569007075409588,0.046273092862367374,0.9293259349041828,0.5091639597829637,0.03698247502269962,2.2392424114789566,0.0,495.0,4233456.0,0.8886774984439776
19,OPTUNA_0020,OPTUNA,0.009419348308892175,15,1.1228270139721326,0.0005538331527221004,0.6962843186085107,0.9383232348939459,5.698598450196011e-05,0.0014328193145265076,identity,5,0.7052437276558858,0.7357659447724003,0.750306320426514,0.04160298744560066,0.9372840731647808,0.5056655087878721,0.028441493898469693,2.24211090951805,0.0,369.0,52843632.0,0.8871050644767059
20,OPTUNA_0036,OPTUNA,0.013465030604327135,14,18.99166183586999,0.0,0.8922887706419628,0.817607200669668,0.011614741015250164,0.0640828430894436,log1p,5,0.7051800948002237,0.7372056915014003,0.7563750799620504,0.044305652049578835,0.9155886436130957,0.49371934073805596,0.05566949360191705,2.2622295758141413,0.0,456.0,13695022.0,0.8872662350730948
